Provider,Model,Metric,Score column,N_total,N_eval,Error count,Nonempty pred,Task success rate,AUROC,Average Precision,Spearman,Note,File
grok,grok-3,TCUS-proxy,tcus_proxy,300,300,0,300,0.4633333333333333,0.6209839581750749,0.536132836191087,0.2089873062812499,,results_api_vlm/all_strict300/grok_base_grok-3_visdrone300.csv
grok,grok-4-1-fast-non-reasoning,PSNR,psnr,300,300,0,300,0.6666666666666666,0.513375,0.6782995254208555,0.0219292746336843,,results_api_vlm/all_strict300/grok_reasoning_grok-4-1-fast-non-reasoning_visdrone300.csv
grok,grok-4-1-fast-non-reasoning,SSIM,ssim,300,300,0,300,0.6666666666666666,0.512425,0.6771263249499704,0.020371681295217,,results_api_vlm/all_strict300/grok_reasoning_grok-4-1-fast-non-reasoning_visdrone300.csv
grok,grok-4-1-fast-non-reasoning,Sharpness,sharpness,300,300,0,300,0.6666666666666666,0.5166000000000001,0.6778397015728688,0.0271078370863137,,results_api_vlm/all_strict300/grok_reasoning_grok-4-1-fast-non-reasoning_visdrone300.csv
grok,grok-4-1-fast-non-reasoning,Brightness-quality,brightness_quality,300,300,0,300,0.6666666666666666,0.496,0.6695822071806976,-0.0065320089364611,,results_api_vlm/all_strict300/grok_reasoning_grok-4-1-fast-non-reasoning_visdrone300.csv
grok,grok-4-1-fast-non-reasoning,Cognition-Consistency,cognition_consistency_proxy,300,300,0,300,0.6666666666666666,0.6572,0.7469905533063428,0.3876597205905174,,results_api_vlm/all_strict300/grok_reasoning_grok-4-1-fast-non-reasoning_visdrone300.csv
grok,grok-4-1-fast-non-reasoning,TCUS-proxy,tcus_proxy,300,300,0,300,0.6666666666666666,0.6467499999999999,0.7374775907568171,0.2396430778564183,,results_api_vlm/all_strict300/grok_reasoning_grok-4-1-fast-non-reasoning_visdrone300.csv
grok,grok-4-1-fast-reasoning,PSNR,psnr,300,300,0,300,0.5966666666666667,0.473452144605014,0.5743497744785452,-0.0452964453562861,,results_api_vlm/all_strict300/grok_reasoning_grok-4-1-fast-reasoning_visdrone300.csv
grok,grok-4-1-fast-reasoning,SSIM,ssim,300,300,0,300,0.5966666666666667,0.4662495960108961,0.5726634510314648,-0.0575855679225132,,results_api_vlm/all_strict300/grok_reasoning_grok-4-1-fast-reasoning_visdrone300.csv
grok,grok-4-1-fast-reasoning,Sharpness,sharpness,300,300,0,300,0.5966666666666667,0.5418532711574865,0.6326769573991748,0.0711246903818857,,results_api_vlm/all_strict300/grok_reasoning_grok-4-1-fast-reasoning_visdrone300.csv
grok,grok-4-1-fast-reasoning,Brightness-quality,brightness_quality,300,300,0,300,0.5966666666666667,0.4985456392261877,0.6010932556491713,-0.0024715143375944,,results_api_vlm/all_strict300/grok_reasoning_grok-4-1-fast-reasoning_visdrone300.csv
grok,grok-4-1-fast-reasoning,Cognition-Consistency,cognition_consistency_proxy,300,300,0,300,0.5966666666666667,0.67634701509765,0.696927600479497,0.4525540466057859,,results_api_vlm/all_strict300/grok_reasoning_grok-4-1-fast-reasoning_visdrone300.csv
grok,grok-4-1-fast-reasoning,TCUS-proxy,tcus_proxy,300,300,0,300,0.5966666666666667,0.6551549009649568,0.6744628526611356,0.2636674263963894,,results_api_vlm/all_strict300/grok_reasoning_grok-4-1-fast-reasoning_visdrone300.csv
