Provider,Model,Metric,Score column,N_total,N_eval,Error count,Nonempty pred,Task success rate,AUROC,Average Precision,Spearman,Note,File
claude,claude-sonnet-4-6-thinking,Sharpness,sharpness,300,300,0,300,0.29,0.41578975770330795,0.2650342559537007,-0.13236895065547966,,results_api_vlm/all_strict300/claude_thinking_claude-sonnet-4-6-thinking_visdrone300.csv
claude,claude-sonnet-4-6-thinking,Brightness-quality,brightness_quality,300,300,0,300,0.29,0.5137877070854244,0.32708851437010344,0.021672711882393496,,results_api_vlm/all_strict300/claude_thinking_claude-sonnet-4-6-thinking_visdrone300.csv
claude,claude-sonnet-4-6-thinking,Cognition-Consistency,cognition_consistency_proxy,300,300,0,300,0.29,0.566240354001403,0.3211601284378054,0.1572371674555224,,results_api_vlm/all_strict300/claude_thinking_claude-sonnet-4-6-thinking_visdrone300.csv
claude,claude-sonnet-4-6-thinking,TCUS-proxy,tcus_proxy,300,300,0,300,0.29,0.5689924990556365,0.35167746856906007,0.10844838411600816,,results_api_vlm/all_strict300/claude_thinking_claude-sonnet-4-6-thinking_visdrone300.csv
gemini,gemini-2.5-flash-lite,PSNR,psnr,300,300,0,300,0.6133333333333333,0.4773004122938531,0.592250072958519,-0.03844778751211762,,results_api_vlm/all_strict300/gemini_light_gemini-2.5-flash-lite_visdrone300.csv
gemini,gemini-2.5-flash-lite,SSIM,ssim,300,300,0,300,0.6133333333333333,0.4776752248875562,0.5908063982932251,-0.037812942723475844,,results_api_vlm/all_strict300/gemini_light_gemini-2.5-flash-lite_visdrone300.csv
gemini,gemini-2.5-flash-lite,Sharpness,sharpness,300,300,0,300,0.6133333333333333,0.48824025487256373,0.6144461523783329,-0.019838443567892584,,results_api_vlm/all_strict300/gemini_light_gemini-2.5-flash-lite_visdrone300.csv
gemini,gemini-2.5-flash-lite,Brightness-quality,brightness_quality,300,300,0,300,0.6133333333333333,0.4822901049475263,0.6162661158719749,-0.029876221787503574,,results_api_vlm/all_strict300/gemini_light_gemini-2.5-flash-lite_visdrone300.csv
gemini,gemini-2.5-flash-lite,Cognition-Consistency,cognition_consistency_proxy,300,300,0,300,0.6133333333333333,0.6418665667166418,0.6909417356099278,0.36141078101165003,,results_api_vlm/all_strict300/gemini_light_gemini-2.5-flash-lite_visdrone300.csv
gemini,gemini-2.5-flash-lite,TCUS-proxy,tcus_proxy,300,300,0,300,0.6133333333333333,0.6157233883058472,0.6742915363284634,0.19522293072786726,,results_api_vlm/all_strict300/gemini_light_gemini-2.5-flash-lite_visdrone300.csv
gemini,gemini-2.5-flash-thinking,PSNR,psnr,300,300,0,291,0.5733333333333334,0.49336845930232553,0.5698245320121285,-0.011407727158642888,,results_api_vlm/all_strict300/gemini_strong_gemini-2.5-flash-thinking_visdrone300.csv
